REGISTER WIDTH,32,,,,,,
,,,,,,,
,,15:8,sfc_boot_spi_init2_code3,8bit SPI Init2 Code3 value.,,,
,,23:16,sfc_boot_spi_cs,"1 = Chip Select is used
0 = Chip Select is not used.",,,
,,27:24,sfc_boot_bch_t,"Configure in terms of the number of errors need to corrected for every packet size used for the transaction in Boot Mode
4’b0000 – 4 bit ecc
4’b0001 – 8 bit ecc
4’b0010 – 12 bit ecc
4’b0011 – 16 bit ecc
4’b0100 – 20 bit ecc
4’b0101 – 24 bit ecc
4’b0110 – 28 bit ecc
4’b0111 – 32 bit ecc
4’b1000 – 36 bit ecc
4’b1001 – 40 bit ecc
4’b1010 – 4’b1111",,,
,,31:28,sfc_boot_code_word_size,"This field determines the codeword size
4’d0 – 8bytes
4’d 1 – 16 bytes
4’d 2 – 32bytes
4’d 3 – 64bytes
4’d 4 – 128 bytes
4’d 5 – 256 bytes
4’d 6 – 512 bytes
4’d 7 - 1024 bytes
4’d 8 – 4’d 15 - Reserved",,,
Register Address,Register Name:,Type,Default value,Register Description,,,
0x5C,CONFIG_SFC5_REG,rw,0x00000000,No,,,
,,15:0,sfc_boot_bch_n,Configure depends on number of errors to be corrected,,,
,,23:16,sfc_boot_ecc_offset,"Boot Spare Offset, where first byte of ECC is located.",,,
,,31:24,sfc_boot_ecc_spare_cnt,"This field determines, how many spare bytes,
the controller has to read from the flash for a
boot page read command.",,,
Register Address,Register Name:,Type,Default value,Register Description,,,
0x60,CONFIG_SFC6_REG,rw,0x00000000,No,,,
,,15:0,sfc_boot_spi_init1_wait_cnt,"This field determines, how many system clock cycles, the controller has to wait, after issuing the BOOT_SPI_INIT1 command",,,
,,18:16,sfc_boot_page_size,"This field determines the page size
3’d 0 – 256byte page
3’d 1 – 512byte page
3’d 2 – 1024 byte page
3’d 3 – 2048byte page
3’d 4 – 4096 byte page
3’d 5 – 3’d 7 - Reserved",,,
Register Address,Register Name:,Type,Default value,Register Description,,,
0x64,CONFIG_CDMA_REG,rw,0x00000000,No,,,
,,0,cdma_boot_start,A pulse signal after reset. This signal starts boot sequence of CRDMA,,,
,,1,cdma_boot_done,Signalization of end of boot CRDMA sequence,,,
